"dose","param","type","country","value"
"DTP2","Shape","Mid","Mali","3.184367418"
"DTP2","Shape","Low","Mali","3.184367418"
"DTP2","Shape","High","Mali","3.184367418"
"DTP2","Shape","Source","Mali","2012_DHS6"
"DTP3","Shift","Mid","Mali","0"
"DTP3","Shift","Low","Mali","0"
"DTP3","Shift","High","Mali","0"
"DTP3","Shift","Source","Mali","WHO schedules database"
"DTP3","Scale","Mid","Mali","22.21302664"
"DTP3","Scale","Low","Mali","16.38976474"
"DTP3","Scale","High","Mali","30.10528586"
"DTP3","Scale","Source","Mali","2012_DHS6"
"DTP3","Shape","Mid","Mali","3.61359632"
"DTP3","Shape","Low","Mali","3.61359632"
"DTP3","Shape","High","Mali","3.61359632"
"DTP3","Shape","Source","Mali","2012_DHS6"
"DTP1","Shift","Mid","Marshall Islands","0"
"DTP1","Shift","Low","Marshall Islands","0"
"DTP1","Shift","High","Marshall Islands","0"
"DTP1","Shift","Source","Marshall Islands","WHO schedules database"
"DTP1","Scale","Mid","Marshall Islands","10.4702934"
"DTP1","Scale","Low","Marshall Islands","8.925432068"
"DTP1","Scale","High","Marshall Islands","13.59504236"
"DTP1","Scale","Source","Marshall Islands","2m schedule (n=23)"
"DTP1","Shape","Mid","Marshall Islands","5.757823944"
"DTP1","Shape","Low","Marshall Islands","5.757823944"
"DTP1","Shape","High","Marshall Islands","5.757823944"
"DTP1","Shape","Source","Marshall Islands","2m schedule (n=23)"
"DTP2","Shift","Mid","Marshall Islands","0"
"DTP2","Shift","Low","Marshall Islands","0"
"DTP2","Shift","High","Marshall Islands","0"
"DTP2","Shift","Source","Marshall Islands","WHO schedules database"
"DTP2","Scale","Mid","Marshall Islands","20.06838989"
"DTP2","Scale","Low","Marshall Islands","17.76549891"
"DTP2","Scale","High","Marshall Islands","23.65967542"
"DTP2","Scale","Source","Marshall Islands","4m schedule (n=17)"
"DTP2","Shape","Mid","Marshall Islands","7.156065941"
"DTP2","Shape","Low","Marshall Islands","7.156065941"
"DTP2","Shape","High","Marshall Islands","7.156065941"
"DTP2","Shape","Source","Marshall Islands","4m schedule (n=17)"
"DTP3","Shift","Mid","Marshall Islands","0"
"DTP3","Shift","Low","Marshall Islands","0"
"DTP3","Shift","High","Marshall Islands","0"
"DTP3","Shift","Source","Marshall Islands","WHO schedules database"
"DTP3","Scale","Mid","Marshall Islands","29.54562926"
"DTP3","Scale","Low","Marshall Islands","26.24583081"
"DTP3","Scale","High","Marshall Islands","34.25329411"
"DTP3","Scale","Source","Marshall Islands","6m schedule (n=17)"
"DTP3","Shape","Mid","Marshall Islands","8.138547838"
"DTP3","Shape","Low","Marshall Islands","8.138547838"
"DTP3","Shape","High","Marshall Islands","8.138547838"
"DTP3","Shape","Source","Marshall Islands","6m schedule (n=17)"
"DTP1","Shift","Mid","Mauritania","0"
"DTP1","Shift","Low","Mauritania","0"
"DTP1","Shift","High","Mauritania","0"
"DTP1","Shift","Source","Mauritania","WHO schedules database"
"DTP1","Scale","Mid","Mauritania","10.15319335"
"DTP1","Scale","Low","Mauritania","6.77889176"
"DTP1","Scale","High","Mauritania","15.20710744"
"DTP1","Scale","Source","Mauritania","2011_MICS4"
"DTP1","Shape","Mid","Mauritania","2.719508052"
"DTP1","Shape","Low","Mauritania","2.719508052"
"DTP1","Shape","High","Mauritania","2.719508052"
"DTP1","Shape","Source","Mauritania","2011_MICS4"
"DTP2","Shift","Mid","Mauritania","0"
"DTP2","Shift","Low","Mauritania","0"
"DTP2","Shift","High","Mauritania","0"
"DTP2","Shift","Source","Mauritania","WHO schedules database"
"DTP2","Scale","Mid","Mauritania","14.56100976"
"DTP2","Scale","Low","Mauritania","11.06628293"
"DTP2","Scale","High","Mauritania","19.15936966"
"DTP2","Scale","Source","Mauritania","2011_MICS4"
"DTP2","Shape","Mid","Mauritania","4.003040195"
"DTP2","Shape","Low","Mauritania","4.003040195"
"DTP2","Shape","High","Mauritania","4.003040195"
"DTP2","Shape","Source","Mauritania","2011_MICS4"
"DTP3","Shift","Mid","Mauritania","0"
"DTP3","Shift","Low","Mauritania","0"
"DTP3","Shift","High","Mauritania","0"
"DTP3","Shift","Source","Mauritania","WHO schedules database"
"DTP3","Scale","Mid","Mauritania","21.08133212"
"DTP3","Scale","Low","Mauritania","16.49807097"
"DTP3","Scale","High","Mauritania","26.93785016"
"DTP3","Scale","Source","Mauritania","2011_MICS4"
"DTP3","Shape","Mid","Mauritania","4.481489509"
"DTP3","Shape","Low","Mauritania","4.481489509"
"DTP3","Shape","High","Mauritania","4.481489509"
"DTP3","Shape","Source","Mauritania","2011_MICS4"
"DTP1","Shift","Mid","Micronesia, Federated States of","0"
"DTP1","Shift","Low","Micronesia, Federated States of","0"
"DTP1","Shift","High","Micronesia, Federated States of","0"
"DTP1","Shift","Source","Micronesia, Federated States of","WHO schedules database"
"DTP1","Scale","Mid","Micronesia, Federated States of","10.4702934"
"DTP1","Scale","Low","Micronesia, Federated States of","8.925432068"
"DTP1","Scale","High","Micronesia, Federated States of","13.59504236"
"DTP1","Scale","Source","Micronesia, Federated States of","2m schedule (n=23)"
"DTP1","Shape","Mid","Micronesia, Federated States of","5.757823944"
"DTP1","Shape","Low","Micronesia, Federated States of","5.757823944"
"DTP1","Shape","High","Micronesia, Federated States of","5.757823944"
"DTP1","Shape","Source","Micronesia, Federated States of","2m schedule (n=23)"
"DTP2","Shift","Mid","Micronesia, Federated States of","0"
"DTP2","Shift","Low","Micronesia, Federated States of","0"
"DTP2","Shift","High","Micronesia, Federated States of","0"
"DTP2","Shift","Source","Micronesia, Federated States of","WHO schedules database"
"DTP2","Scale","Mid","Micronesia, Federated States of","20.06838989"
"DTP2","Scale","Low","Micronesia, Federated States of","17.76549891"
"DTP2","Scale","High","Micronesia, Federated States of","23.65967542"
"DTP2","Scale","Source","Micronesia, Federated States of","4m schedule (n=17)"
"DTP2","Shape","Mid","Micronesia, Federated States of","7.156065941"
"DTP2","Shape","Low","Micronesia, Federated States of","7.156065941"
"DTP2","Shape","High","Micronesia, Federated States of","7.156065941"
"DTP2","Shape","Source","Micronesia, Federated States of","4m schedule (n=17)"
"DTP3","Shift","Mid","Micronesia, Federated States of","0"
"DTP3","Shift","Low","Micronesia, Federated States of","0"
"DTP3","Shift","High","Micronesia, Federated States of","0"
"DTP3","Shift","Source","Micronesia, Federated States of","WHO schedules database"
"DTP3","Scale","Mid","Micronesia, Federated States of","29.54562926"
"DTP3","Scale","Low","Micronesia, Federated States of","26.24583081"
"DTP3","Scale","High","Micronesia, Federated States of","34.25329411"
"DTP3","Scale","Source","Micronesia, Federated States of","6m schedule (n=17)"
"DTP3","Shape","Mid","Micronesia, Federated States of","8.138547838"
"DTP3","Shape","Low","Micronesia, Federated States of","8.138547838"
"DTP3","Shape","High","Micronesia, Federated States of","8.138547838"
"DTP3","Shape","Source","Micronesia, Federated States of","6m schedule (n=17)"
"DTP1","Shift","Mid","Mongolia","0"
"DTP1","Shift","Low","Mongolia","0"
"DTP1","Shift","High","Mongolia","0"
"DTP1","Shift","Source","Mongolia","WHO schedules database"
"DTP1","Scale","Mid","Mongolia","9.646349907"
"DTP1","Scale","Low","Mongolia","8.936976274"
"DTP1","Scale","High","Mongolia","10.41203016"
"DTP1","Scale","Source","Mongolia","2013_MICS5"
"DTP1","Shape","Mid","Mongolia","14.38307643"
"DTP1","Shape","Low","Mongolia","14.38307643"
"DTP1","Shape","High","Mongolia","14.38307643"
"DTP1","Shape","Source","Mongolia","2013_MICS5"
"DTP2","Shift","Mid","Mongolia","0"
"DTP2","Shift","Low","Mongolia","0"
"DTP2","Shift","High","Mongolia","0"
"DTP2","Shift","Source","Mongolia","WHO schedules database"
"DTP2","Scale","Mid","Mongolia","14.38179779"
"DTP2","Scale","Low","Mongolia","13.6045856"
"DTP2","Scale","High","Mongolia","15.20341109"
"DTP2","Scale","Source","Mongolia","2013_MICS5"
"DTP2","Shape","Mid","Mongolia","19.77470207"
"DTP2","Shape","Low","Mongolia","19.77470207"
"DTP2","Shape","High","Mongolia","19.77470207"
"DTP2","Shape","Source","Mongolia","2013_MICS5"
"DTP3","Shift","Mid","Mongolia","0"
"DTP3","Shift","Low","Mongolia","0"
"DTP3","Shift","High","Mongolia","0"
"DTP3","Shift","Source","Mongolia","WHO schedules database"
"DTP3","Scale","Mid","Mongolia","19.02139631"
"DTP3","Scale","Low","Mongolia","17.90046402"
"DTP3","Scale","High","Mongolia","20.2125217"
"DTP3","Scale","Source","Mongolia","2013_MICS5"
"DTP3","Shape","Mid","Mongolia","18.08777598"
"DTP3","Shape","Low","Mongolia","18.08777598"
"DTP3","Shape","High","Mongolia","18.08777598"
"DTP3","Shape","Source","Mongolia","2013_MICS5"
"DTP1","Shift","Mid","Morocco","0"
"DTP1","Shift","Low","Morocco","0"
"DTP1","Shift","High","Morocco","0"
"DTP1","Shift","Source","Morocco","WHO schedules database"
"DTP1","Scale","Mid","Morocco","10.4702934"
"DTP1","Scale","Low","Morocco","8.925432068"
"DTP1","Scale","High","Morocco","13.59504236"
"DTP1","Scale","Source","Morocco","2m schedule (n=23)"
"DTP1","Shape","Mid","Morocco","5.757823944"
"DTP1","Shape","Low","Morocco","5.757823944"
"DTP1","Shape","High","Morocco","5.757823944"
"DTP1","Shape","Source","Morocco","2m schedule (n=23)"
"DTP2","Shift","Mid","Morocco","0"
"DTP2","Shift","Low","Morocco","0"
"DTP2","Shift","High","Morocco","0"
"DTP2","Shift","Source","Morocco","WHO schedules database"
"DTP2","Scale","Mid","Morocco","17.3327468"
"DTP2","Scale","Low","Morocco","14.24175539"
"DTP2","Scale","High","Morocco","21.06618317"
"DTP2","Scale","Source","Morocco","13 week schedule (n=6)"
"DTP2","Shape","Mid","Morocco","5.806069374"
"DTP2","Shape","Low","Morocco","5.806069374"
"DTP2","Shape","High","Morocco","5.806069374"
"DTP2","Shape","Source","Morocco","13 week schedule (n=6)"
"DTP3","Shift","Mid","Morocco","0.033333333"
"DTP3","Shift","Low","Morocco","0.033333333"
"DTP3","Shift","High","Morocco","0.033333333"
"DTP3","Shift","Source","Morocco","WHO schedules database"
"DTP3","Scale","Mid","Morocco","24.36918545"
"DTP3","Scale","Low","Morocco","18.72993177"
"DTP3","Scale","High","Morocco","29.65398531"
"DTP3","Scale","Source","Morocco","4m schedule (n=5)"
"DTP3","Shape","Mid","Morocco","5.00851962"
"DTP3","Shape","Low","Morocco","5.00851962"
"DTP3","Shape","High","Morocco","5.00851962"
"DTP3","Shape","Source","Morocco","4m schedule (n=5)"
"DTP1","Shift","Mid","Mozambique","0"
"DTP1","Shift","Low","Mozambique","0"
"DTP1","Shift","High","Mozambique","0"
"DTP1","Shift","Source","Mozambique","WHO schedules database"
"DTP1","Scale","Mid","Mozambique","11.47901535"
"DTP1","Scale","Low","Mozambique","8.675191458"
"DTP1","Scale","High","Mozambique","15.18903577"
"DTP1","Scale","Source","Mozambique","2011_DHS6"
"DTP1","Shape","Mid","Mozambique","3.922869682"
"DTP1","Shape","Low","Mozambique","3.922869682"
"DTP1","Shape","High","Mozambique","3.922869682"
"DTP1","Shape","Source","Mozambique","2011_DHS6"
"DTP2","Shift","Mid","Mozambique","0"
"DTP2","Shift","Low","Mozambique","0"
"DTP2","Shift","High","Mozambique","0"
"DTP2","Shift","Source","Mozambique","WHO schedules database"
"DTP2","Scale","Mid","Mozambique","18.33115244"
"DTP2","Scale","Low","Mozambique","14.18483337"
"DTP2","Scale","High","Mozambique","23.68946755"
"DTP2","Scale","Source","Mozambique","2011_DHS6"
"DTP2","Shape","Mid","Mozambique","4.284281254"
"DTP2","Shape","Low","Mozambique","4.284281254"
"DTP2","Shape","High","Mozambique","4.284281254"
"DTP2","Shape","Source","Mozambique","2011_DHS6"
"DTP3","Shift","Mid","Mozambique","0"
"DTP3","Shift","Low","Mozambique","0"
"DTP3","Shift","High","Mozambique","0"
"DTP3","Shift","Source","Mozambique","WHO schedules database"
"DTP3","Scale","Mid","Mozambique","25.66901255"
"DTP3","Scale","Low","Mozambique","19.89736652"
"DTP3","Scale","High","Mozambique","33.11484484"
"DTP3","Scale","Source","Mozambique","2011_DHS6"
"DTP3","Shape","Mid","Mozambique","4.313406467"
"DTP3","Shape","Low","Mozambique","4.313406467"
"DTP3","Shape","High","Mozambique","4.313406467"
"DTP3","Shape","Source","Mozambique","2011_DHS6"
"DTP1","Shift","Mid","Myanmar","0"
"DTP1","Shift","Low","Myanmar","0"
"DTP1","Shift","High","Myanmar","0"
"DTP1","Shift","Source","Myanmar","WHO schedules database"
"DTP1","Scale","Mid","Myanmar","10.4702934"
"DTP1","Scale","Low","Myanmar","8.925432068"
"DTP1","Scale","High","Myanmar","13.59504236"
"DTP1","Scale","Source","Myanmar","2m schedule (n=23)"
"DTP1","Shape","Mid","Myanmar","5.757823944"
"DTP1","Shape","Low","Myanmar","5.757823944"
"DTP1","Shape","High","Myanmar","5.757823944"
"DTP1","Shape","Source","Myanmar","2m schedule (n=23)"
"DTP2","Shift","Mid","Myanmar","0"
"DTP2","Shift","Low","Myanmar","0"
"DTP2","Shift","High","Myanmar","0"
"DTP2","Shift","Source","Myanmar","WHO schedules database"
"DTP2","Scale","Mid","Myanmar","20.06838989"
"DTP2","Scale","Low","Myanmar","17.76549891"
"DTP2","Scale","High","Myanmar","23.65967542"
"DTP2","Scale","Source","Myanmar","4m schedule (n=17)"
"DTP2","Shape","Mid","Myanmar","7.156065941"
"DTP2","Shape","Low","Myanmar","7.156065941"
"DTP2","Shape","High","Myanmar","7.156065941"
"DTP2","Shape","Source","Myanmar","4m schedule (n=17)"
"DTP3","Shift","Mid","Myanmar","0"
"DTP3","Shift","Low","Myanmar","0"
"DTP3","Shift","High","Myanmar","0"
"DTP3","Shift","Source","Myanmar","WHO schedules database"
"DTP3","Scale","Mid","Myanmar","29.54562926"
"DTP3","Scale","Low","Myanmar","26.24583081"
"DTP3","Scale","High","Myanmar","34.25329411"
"DTP3","Scale","Source","Myanmar","6m schedule (n=17)"
"DTP3","Shape","Mid","Myanmar","8.138547838"
"DTP3","Shape","Low","Myanmar","8.138547838"
"DTP3","Shape","High","Myanmar","8.138547838"
"DTP3","Shape","Source","Myanmar","6m schedule (n=17)"
"DTP1","Shift","Mid","Namibia","0"
"DTP1","Shift","Low","Namibia","0"
"DTP1","Shift","High","Namibia","0"
"DTP1","Shift","Source","Namibia","WHO schedules database"
"DTP1","Scale","Mid","Namibia","7.281448364"
"DTP1","Scale","Low","Namibia","6.167407986"
"DTP1","Scale","High","Namibia","8.596721735"
"DTP1","Scale","Source","Namibia","2013_DHS6"
"DTP1","Shape","Mid","Namibia","6.616107941"
"DTP1","Shape","Low","Namibia","6.616107941"
"DTP1","Shape","High","Namibia","6.616107941"
"DTP1","Shape","Source","Namibia","2013_DHS6"
"DTP2","Shift","Mid","Namibia","0"
"DTP2","Shift","Low","Namibia","0"
"DTP2","Shift","High","Namibia","0"
"DTP2","Shift","Source","Namibia","WHO schedules database"
"DTP2","Scale","Mid","Namibia","11.79695511"
"DTP2","Scale","Low","Namibia","10.54319814"
"DTP2","Scale","High","Namibia","13.19980409"
"DTP2","Scale","Source","Namibia","2013_DHS6"
"DTP2","Shape","Mid","Namibia","9.777564049"
"DTP2","Shape","Low","Namibia","9.777564049"
"DTP2","Shape","High","Namibia","9.777564049"
"DTP2","Shape","Source","Namibia","2013_DHS6"
"DTP3","Shift","Mid","Namibia","0"
"DTP3","Shift","Low","Namibia","0"
"DTP3","Shift","High","Namibia","0"
"DTP3","Shift","Source","Namibia","WHO schedules database"
"DTP3","Scale","Mid","Namibia","16.39968729"
"DTP3","Scale","Low","Namibia","14.38517216"
"DTP3","Scale","High","Namibia","18.69631731"
"DTP3","Scale","Source","Namibia","2013_DHS6"
"DTP3","Shape","Mid","Namibia","8.382238865"
"DTP3","Shape","Low","Namibia","8.382238865"
"DTP3","Shape","High","Namibia","8.382238865"
"DTP3","Shape","Source","Namibia","2013_DHS6"
"DTP1","Shift","Mid","Nepal","0"
"DTP1","Shift","Low","Nepal","0"
"DTP1","Shift","High","Nepal","0"
"DTP1","Shift","Source","Nepal","WHO schedules database"
"DTP1","Scale","Mid","Nepal","8.836940765"
"DTP1","Scale","Low","Nepal","7.210469514"
"DTP1","Scale","High","Nepal","10.83029641"
"DTP1","Scale","Source","Nepal","2014_MICS5"
"DTP1","Shape","Mid","Nepal","5.401062965"
"DTP1","Shape","Low","Nepal","5.401062965"
"DTP1","Shape","High","Nepal","5.401062965"
"DTP1","Shape","Source","Nepal","2014_MICS5"
"DTP2","Shift","Mid","Nepal","0"
"DTP2","Shift","Low","Nepal","0"
"DTP2","Shift","High","Nepal","0"
"DTP2","Shift","Source","Nepal","WHO schedules database"
"DTP2","Scale","Mid","Nepal","13.75646973"
"DTP2","Scale","Low","Nepal","11.84448257"
"DTP2","Scale","High","Nepal","15.97709805"
"DTP2","Scale","Source","Nepal","2014_MICS5"
"DTP2","Shape","Mid","Nepal","7.34135437"
"DTP2","Shape","Low","Nepal","7.34135437"
"DTP2","Shape","High","Nepal","7.34135437"
"DTP2","Shape","Source","Nepal","2014_MICS5"
"DTP3","Shift","Mid","Nepal","0"
"DTP3","Shift","Low","Nepal","0"
"DTP3","Shift","High","Nepal","0"
"DTP3","Shift","Source","Nepal","WHO schedules database"
"DTP3","Scale","Mid","Nepal","19.02700043"
"DTP3","Scale","Low","Nepal","16.48423484"
"DTP3","Scale","High","Nepal","21.96199876"
"DTP3","Scale","Source","Nepal","2014_MICS5"
"DTP3","Shape","Mid","Nepal","7.658258438"
"DTP3","Shape","Low","Nepal","7.658258438"
"DTP3","Shape","High","Nepal","7.658258438"
"DTP3","Shape","Source","Nepal","2014_MICS5"
"DTP1","Shift","Mid","Nicaragua","0"
"DTP1","Shift","Low","Nicaragua","0"
"DTP1","Shift","High","Nicaragua","0"
"DTP1","Shift","Source","Nicaragua","WHO schedules database"
"DTP1","Scale","Mid","Nicaragua","10.4702934"
"DTP1","Scale","Low","Nicaragua","8.925432068"
"DTP1","Scale","High","Nicaragua","13.59504236"
"DTP1","Scale","Source","Nicaragua","2m schedule (n=23)"
"DTP1","Shape","Mid","Nicaragua","5.757823944"
"DTP1","Shape","Low","Nicaragua","5.757823944"
"DTP1","Shape","High","Nicaragua","5.757823944"
"DTP1","Shape","Source","Nicaragua","2m schedule (n=23)"
"DTP2","Shift","Mid","Nicaragua","0"
"DTP2","Shift","Low","Nicaragua","0"
"DTP2","Shift","High","Nicaragua","0"
"DTP2","Shift","Source","Nicaragua","WHO schedules database"
"DTP2","Scale","Mid","Nicaragua","20.06838989"
"DTP2","Scale","Low","Nicaragua","17.76549891"
"DTP2","Scale","High","Nicaragua","23.65967542"
"DTP2","Scale","Source","Nicaragua","4m schedule (n=17)"
"DTP2","Shape","Mid","Nicaragua","7.156065941"
"DTP2","Shape","Low","Nicaragua","7.156065941"
"DTP2","Shape","High","Nicaragua","7.156065941"
"DTP2","Shape","Source","Nicaragua","4m schedule (n=17)"
"DTP3","Shift","Mid","Nicaragua","0"
"DTP3","Shift","Low","Nicaragua","0"
"DTP3","Shift","High","Nicaragua","0"
"DTP3","Shift","Source","Nicaragua","WHO schedules database"
"DTP3","Scale","Mid","Nicaragua","29.54562926"
"DTP3","Scale","Low","Nicaragua","26.24583081"
"DTP3","Scale","High","Nicaragua","34.25329411"
"DTP3","Scale","Source","Nicaragua","6m schedule (n=17)"
"DTP3","Shape","Mid","Nicaragua","8.138547838"
"DTP3","Shape","Low","Nicaragua","8.138547838"
"DTP3","Shape","High","Nicaragua","8.138547838"
"DTP3","Shape","Source","Nicaragua","6m schedule (n=17)"
"DTP1","Shift","Mid","Niger","0"
"DTP1","Shift","Low","Niger","0"
"DTP1","Shift","High","Niger","0"
"DTP1","Shift","Source","Niger","0"
"DTP1","Scale","Mid","Niger","8.915699005"
"DTP1","Scale","Low","Niger","6.675888094"
"DTP1","Scale","High","Niger","12.03062654"
"DTP1","Scale","Source","Niger","6 week schedule (n=44)"
"DTP1","Shape","Mid","Niger","3.929122806"
"DTP1","Shape","Low","Niger","3.929122806"
"DTP1","Shape","High","Niger","3.929122806"
"DTP1","Shape","Source","Niger","6 week schedule (n=44)"
"DTP2","Shift","Mid","Niger","0"
"DTP2","Shift","Low","Niger","0"
"DTP2","Shift","High","Niger","0"
"DTP2","Shift","Source","Niger","WHO schedules database"
"DTP2","Scale","Mid","Niger","14.72185898"
"DTP2","Scale","Low","Niger","11.43321977"
"DTP2","Scale","High","Niger","19.15936966"
"DTP2","Scale","Source","Niger","10 week schedule (n=43)"
"DTP2","Shape","Mid","Niger","4.356033206"
"DTP2","Shape","Low","Niger","4.356033206"
"DTP2","Shape","High","Niger","4.356033206"
"DTP2","Shape","Source","Niger","10 week schedule (n=43)"
"DTP3","Shift","Mid","Niger","0"
"DTP3","Shift","Low","Niger","0"
"DTP3","Shift","High","Niger","0"
"DTP3","Shift","Source","Niger","WHO schedules database"
"DTP3","Scale","Mid","Niger","21.05024433"
"DTP3","Scale","Low","Niger","16.38976474"
"DTP3","Scale","High","Niger","27.00385604"
"DTP3","Scale","Source","Niger","14 week schedule (n=43)"
"DTP3","Shape","Mid","Niger","4.481489509"
"DTP3","Shape","Low","Niger","4.481489509"
"DTP3","Shape","High","Niger","4.481489509"
"DTP3","Shape","Source","Niger","14 week schedule (n=43)"
"DTP1","Shift","Mid","Nigeria","0"
"DTP1","Shift","Low","Nigeria","0"
"DTP1","Shift","High","Nigeria","0"
"DTP1","Shift","Source","Nigeria","WHO schedules database"
"DTP1","Scale","Mid","Nigeria","9.750454843"
"DTP1","Scale","Low","Nigeria","6.447871029"
"DTP1","Scale","High","Nigeria","14.74461403"
"DTP1","Scale","Source","Nigeria","2013_DHS6"
"DTP1","Shape","Mid","Nigeria","2.656450927"
"DTP1","Shape","Low","Nigeria","2.656450927"
"DTP1","Shape","High","Nigeria","2.656450927"
"DTP1","Shape","Source","Nigeria","2013_DHS6"
"DTP2","Shift","Mid","Nigeria","0"
"DTP2","Shift","Low","Nigeria","0"
"DTP2","Shift","High","Nigeria","0"
"DTP2","Shift","Source","Nigeria","WHO schedules database"
"DTP2","Scale","Mid","Nigeria","15.97208917"
"DTP2","Scale","Low","Nigeria","11.42477064"
"DTP2","Scale","High","Nigeria","22.32934388"
"DTP2","Scale","Source","Nigeria","2013_DHS6"
"DTP2","Shape","Mid","Nigeria","3.278863072"
"DTP2","Shape","Low","Nigeria","3.278863072"
"DTP2","Shape","High","Nigeria","3.278863072"
"DTP2","Shape","Source","Nigeria","2013_DHS6"
"DTP3","Shift","Mid","Nigeria","0"
"DTP3","Shift","Low","Nigeria","0"
"DTP3","Shift","High","Nigeria","0"
"DTP3","Shift","Source","Nigeria","WHO schedules database"
"DTP3","Scale","Mid","Nigeria","21.70438334"
"DTP3","Scale","Low","Nigeria","16.10738125"
"DTP3","Scale","High","Nigeria","29.24623494"
"DTP3","Scale","Source","Nigeria","2013_DHS6"
"DTP3","Shape","Mid","Nigeria","3.683693618"
"DTP3","Shape","Low","Nigeria","3.683693618"
"DTP3","Shape","High","Nigeria","3.683693618"
"DTP3","Shape","Source","Nigeria","2013_DHS6"
"DTP1","Shift","Mid","Pakistan","0"
"DTP1","Shift","Low","Pakistan","0"
"DTP1","Shift","High","Pakistan","0"
"DTP1","Shift","Source","Pakistan","WHO schedules database"
"DTP1","Scale","Mid","Pakistan","10.22033548"
"DTP1","Scale","Low","Pakistan","7.49304941"
"DTP1","Scale","High","Pakistan","13.94028675"
"DTP1","Scale","Source","Pakistan","2011_MICS4"
"DTP1","Shape","Mid","Pakistan","3.539303064"
"DTP1","Shape","Low","Pakistan","3.539303064"
"DTP1","Shape","High","Pakistan","3.539303064"
"DTP1","Shape","Source","Pakistan","2011_MICS4"
"DTP2","Shift","Mid","Pakistan","0"
"DTP2","Shift","Low","Pakistan","0"
"DTP2","Shift","High","Pakistan","0"
"DTP2","Shift","Source","Pakistan","WHO schedules database"
"DTP2","Scale","Mid","Pakistan","16.28758526"
"DTP2","Scale","Low","Pakistan","12.61262967"
"DTP2","Scale","High","Pakistan","21.03331664"
"DTP2","Scale","Source","Pakistan","2011_MICS4"
"DTP2","Shape","Mid","Pakistan","4.296413422"
"DTP2","Shape","Low","Pakistan","4.296413422"
"DTP2","Shape","High","Pakistan","4.296413422"
"DTP2","Shape","Source","Pakistan","2011_MICS4"
"DTP3","Shift","Mid","Pakistan","0"
"DTP3","Shift","Low","Pakistan","0"
"DTP3","Shift","High","Pakistan","0"
"DTP3","Shift","Source","Pakistan","WHO schedules database"
"DTP3","Scale","Mid","Pakistan","22.05127335"
"DTP3","Scale","Low","Pakistan","17.43719531"
"DTP3","Scale","High","Pakistan","27.88628833"
"DTP3","Scale","Source","Pakistan","2011_MICS4"
"DTP3","Shape","Mid","Pakistan","4.67963028"
"DTP3","Shape","Low","Pakistan","4.67963028"
"DTP3","Shape","High","Pakistan","4.67963028"
"DTP3","Shape","Source","Pakistan","2011_MICS4"
"DTP1","Shift","Mid","Palestine, State of","0"
"DTP1","Shift","Low","Palestine, State of","0"
"DTP1","Shift","High","Palestine, State of","0"
"DTP1","Shift","Source","Palestine, State of","WHO schedules database"
"DTP1","Scale","Mid","Palestine, State of","10.38405234"
"DTP1","Scale","Low","Palestine, State of","9.60107538"
"DTP1","Scale","High","Palestine, State of","11.23088182"
"DTP1","Scale","Source","Palestine, State of","2014_MICS5"
"DTP1","Shape","Mid","Palestine, State of","14.0136109"
"DTP1","Shape","Low","Palestine, State of","14.0136109"
"DTP1","Shape","High","Palestine, State of","14.0136109"
"DTP1","Shape","Source","Palestine, State of","2014_MICS5"
"DTP2","Shift","Mid","Palestine, State of","0"
"DTP2","Shift","Low","Palestine, State of","0"
"DTP2","Shift","High","Palestine, State of","0"
"DTP2","Shift","Source","Palestine, State of","WHO schedules database"
"DTP2","Scale","Mid","Palestine, State of","19.25424274"
"DTP2","Scale","Low","Palestine, State of","18.27999427"
"DTP2","Scale","High","Palestine, State of","20.28041465"
"DTP2","Scale","Source","Palestine, State of","2014_MICS5"
"DTP2","Shape","Mid","Palestine, State of","21.15800696"
"DTP2","Shape","Low","Palestine, State of","21.15800696"
"DTP2","Shape","High","Palestine, State of","21.15800696"
"DTP2","Shape","Source","Palestine, State of","2014_MICS5"
"DTP3","Shift","Mid","Palestine, State of","0"
"DTP3","Shift","Low","Palestine, State of","0"
"DTP3","Shift","High","Palestine, State of","0"
"DTP3","Shift","Source","Palestine, State of","WHO schedules database"
"DTP3","Scale","Mid","Palestine, State of","28.296403"
"DTP3","Scale","Low","Palestine, State of","27.10390976"
"DTP3","Scale","High","Palestine, State of","29.54136247"
"DTP3","Scale","Source","Palestine, State of","2014_MICS5"
"DTP3","Shape","Mid","Palestine, State of","25.51547519"
"DTP3","Shape","Low","Palestine, State of","25.51547519"
"DTP3","Shape","High","Palestine, State of","25.51547519"
"DTP3","Shape","Source","Palestine, State of","2014_MICS5"
"DTP1","Shift","Mid","Papua New Guinea","-1.666666667"
"DTP1","Shift","Low","Papua New Guinea","-1.666666667"
"DTP1","Shift","High","Papua New Guinea","-1.666666667"
"DTP1","Shift","Source","Papua New Guinea","WHO schedules database"
"DTP1","Scale","Mid","Papua New Guinea","8.915699005"
"DTP1","Scale","Low","Papua New Guinea","6.675888094"
"DTP1","Scale","High","Papua New Guinea","12.03062654"
"DTP1","Scale","Source","Papua New Guinea","6 week schedule (n=44)"
"DTP1","Shape","Mid","Papua New Guinea","3.929122806"
"DTP1","Shape","Low","Papua New Guinea","3.929122806"
"DTP1","Shape","High","Papua New Guinea","3.929122806"
"DTP1","Shape","Source","Papua New Guinea","6 week schedule (n=44)"
"DTP2","Shift","Mid","Papua New Guinea","-1.333333333"
