"dose","param","type","country","value"
"DTP1","Scale","Mid","Indonesia","10.4702934"
"DTP1","Scale","Low","Indonesia","8.925432068"
"DTP1","Scale","High","Indonesia","13.59504236"
"DTP1","Scale","Source","Indonesia","2m schedule (n=23)"
"DTP1","Shape","Mid","Indonesia","5.757823944"
"DTP1","Shape","Low","Indonesia","5.757823944"
"DTP1","Shape","High","Indonesia","5.757823944"
"DTP1","Shape","Source","Indonesia","2m schedule (n=23)"
"DTP2","Shift","Mid","Indonesia","0"
"DTP2","Shift","Low","Indonesia","0"
"DTP2","Shift","High","Indonesia","0"
"DTP2","Shift","Source","Indonesia","WHO schedules database"
"DTP2","Scale","Mid","Indonesia","17.3327468"
"DTP2","Scale","Low","Indonesia","14.24175539"
"DTP2","Scale","High","Indonesia","21.06618317"
"DTP2","Scale","Source","Indonesia","13 week schedule (n=6)"
"DTP2","Shape","Mid","Indonesia","5.806069374"
"DTP2","Shape","Low","Indonesia","5.806069374"
"DTP2","Shape","High","Indonesia","5.806069374"
"DTP2","Shape","Source","Indonesia","13 week schedule (n=6)"
"DTP3","Shift","Mid","Indonesia","0.033333333"
"DTP3","Shift","Low","Indonesia","0.033333333"
"DTP3","Shift","High","Indonesia","0.033333333"
"DTP3","Shift","Source","Indonesia","WHO schedules database"
"DTP3","Scale","Mid","Indonesia","24.36918545"
"DTP3","Scale","Low","Indonesia","18.72993177"
"DTP3","Scale","High","Indonesia","29.65398531"
"DTP3","Scale","Source","Indonesia","4m schedule (n=5)"
"DTP3","Shape","Mid","Indonesia","5.00851962"
"DTP3","Shape","Low","Indonesia","5.00851962"
"DTP3","Shape","High","Indonesia","5.00851962"
"DTP3","Shape","Source","Indonesia","4m schedule (n=5)"
"DTP1","Shift","Mid","Iran, Islamic Republic of","0"
"DTP1","Shift","Low","Iran, Islamic Republic of","0"
"DTP1","Shift","High","Iran, Islamic Republic of","0"
"DTP1","Shift","Source","Iran, Islamic Republic of","WHO schedules database"
"DTP1","Scale","Mid","Iran, Islamic Republic of","10.4702934"
"DTP1","Scale","Low","Iran, Islamic Republic of","8.925432068"
"DTP1","Scale","High","Iran, Islamic Republic of","13.59504236"
"DTP1","Scale","Source","Iran, Islamic Republic of","2m schedule (n=23)"
"DTP1","Shape","Mid","Iran, Islamic Republic of","5.757823944"
"DTP1","Shape","Low","Iran, Islamic Republic of","5.757823944"
"DTP1","Shape","High","Iran, Islamic Republic of","5.757823944"
"DTP1","Shape","Source","Iran, Islamic Republic of","2m schedule (n=23)"
"DTP2","Shift","Mid","Iran, Islamic Republic of","0"
"DTP2","Shift","Low","Iran, Islamic Republic of","0"
"DTP2","Shift","High","Iran, Islamic Republic of","0"
"DTP2","Shift","Source","Iran, Islamic Republic of","WHO schedules database"
"DTP2","Scale","Mid","Iran, Islamic Republic of","20.06838989"
"DTP2","Scale","Low","Iran, Islamic Republic of","17.76549891"
"DTP2","Scale","High","Iran, Islamic Republic of","23.65967542"
"DTP2","Scale","Source","Iran, Islamic Republic of","4m schedule (n=17)"
"DTP2","Shape","Mid","Iran, Islamic Republic of","7.156065941"
"DTP2","Shape","Low","Iran, Islamic Republic of","7.156065941"
"DTP2","Shape","High","Iran, Islamic Republic of","7.156065941"
"DTP2","Shape","Source","Iran, Islamic Republic of","4m schedule (n=17)"
"DTP3","Shift","Mid","Iran, Islamic Republic of","0"
"DTP3","Shift","Low","Iran, Islamic Republic of","0"
"DTP3","Shift","High","Iran, Islamic Republic of","0"
"DTP3","Shift","Source","Iran, Islamic Republic of","WHO schedules database"
"DTP3","Scale","Mid","Iran, Islamic Republic of","29.54562926"
"DTP3","Scale","Low","Iran, Islamic Republic of","26.24583081"
"DTP3","Scale","High","Iran, Islamic Republic of","34.25329411"
"DTP3","Scale","Source","Iran, Islamic Republic of","6m schedule (n=17)"
"DTP3","Shape","Mid","Iran, Islamic Republic of","8.138547838"
"DTP3","Shape","Low","Iran, Islamic Republic of","8.138547838"
"DTP3","Shape","High","Iran, Islamic Republic of","8.138547838"
"DTP3","Shape","Source","Iran, Islamic Republic of","6m schedule (n=17)"
"DTP1","Shift","Mid","Iraq","0"
"DTP1","Shift","Low","Iraq","0"
"DTP1","Shift","High","Iraq","0"
"DTP1","Shift","Source","Iraq","WHO schedules database"
"DTP1","Scale","Mid","Iraq","10.4702934"
"DTP1","Scale","Low","Iraq","8.925432068"
"DTP1","Scale","High","Iraq","13.59504236"
"DTP1","Scale","Source","Iraq","2m schedule (n=23)"
"DTP1","Shape","Mid","Iraq","5.757823944"
"DTP1","Shape","Low","Iraq","5.757823944"
"DTP1","Shape","High","Iraq","5.757823944"
"DTP1","Shape","Source","Iraq","2m schedule (n=23)"
"DTP2","Shift","Mid","Iraq","0"
"DTP2","Shift","Low","Iraq","0"
"DTP2","Shift","High","Iraq","0"
"DTP2","Shift","Source","Iraq","WHO schedules database"
"DTP2","Scale","Mid","Iraq","20.06838989"
"DTP2","Scale","Low","Iraq","17.76549891"
"DTP2","Scale","High","Iraq","23.65967542"
"DTP2","Scale","Source","Iraq","4m schedule (n=17)"
"DTP2","Shape","Mid","Iraq","7.156065941"
"DTP2","Shape","Low","Iraq","7.156065941"
"DTP2","Shape","High","Iraq","7.156065941"
"DTP2","Shape","Source","Iraq","4m schedule (n=17)"
"DTP3","Shift","Mid","Iraq","0"
"DTP3","Shift","Low","Iraq","0"
"DTP3","Shift","High","Iraq","0"
"DTP3","Shift","Source","Iraq","WHO schedules database"
"DTP3","Scale","Mid","Iraq","29.54562926"
"DTP3","Scale","Low","Iraq","26.24583081"
"DTP3","Scale","High","Iraq","34.25329411"
"DTP3","Scale","Source","Iraq","6m schedule (n=17)"
"DTP3","Shape","Mid","Iraq","8.138547838"
"DTP3","Shape","Low","Iraq","8.138547838"
"DTP3","Shape","High","Iraq","8.138547838"
"DTP3","Shape","Source","Iraq","6m schedule (n=17)"
"DTP1","Shift","Mid","Jamaica","0"
"DTP1","Shift","Low","Jamaica","0"
"DTP1","Shift","High","Jamaica","0"
"DTP1","Shift","Source","Jamaica","0"
"DTP1","Scale","Mid","Jamaica","8.915699005"
"DTP1","Scale","Low","Jamaica","6.675888094"
"DTP1","Scale","High","Jamaica","12.03062654"
"DTP1","Scale","Source","Jamaica","6 week schedule (n=44)"
"DTP1","Shape","Mid","Jamaica","3.929122806"
"DTP1","Shape","Low","Jamaica","3.929122806"
"DTP1","Shape","High","Jamaica","3.929122806"
"DTP1","Shape","Source","Jamaica","6 week schedule (n=44)"
"DTP2","Shift","Mid","Jamaica","0"
"DTP2","Shift","Low","Jamaica","0"
"DTP2","Shift","High","Jamaica","0"
"DTP2","Shift","Source","Jamaica","WHO schedules database"
"DTP2","Scale","Mid","Jamaica","17.3327468"
"DTP2","Scale","Low","Jamaica","14.24175539"
"DTP2","Scale","High","Jamaica","21.06618317"
"DTP2","Scale","Source","Jamaica","13 week schedule (n=6)"
"DTP2","Shape","Mid","Jamaica","5.806069374"
"DTP2","Shape","Low","Jamaica","5.806069374"
"DTP2","Shape","High","Jamaica","5.806069374"
"DTP2","Shape","Source","Jamaica","13 week schedule (n=6)"
"DTP3","Shift","Mid","Jamaica","0"
"DTP3","Shift","Low","Jamaica","0"
"DTP3","Shift","High","Jamaica","0"
"DTP3","Shift","Source","Jamaica","WHO schedules database"
"DTP3","Scale","Mid","Jamaica","29.54562926"
"DTP3","Scale","Low","Jamaica","26.24583081"
"DTP3","Scale","High","Jamaica","34.25329411"
"DTP3","Scale","Source","Jamaica","6m schedule (n=17)"
"DTP3","Shape","Mid","Jamaica","8.138547838"
"DTP3","Shape","Low","Jamaica","8.138547838"
"DTP3","Shape","High","Jamaica","8.138547838"
"DTP3","Shape","Source","Jamaica","6m schedule (n=17)"
"DTP1","Shift","Mid","Jordan","4.3"
"DTP1","Shift","Low","Jordan","4.3"
"DTP1","Shift","High","Jordan","4.3"
"DTP1","Shift","Source","Jordan","WHO schedules database"
"DTP1","Scale","Mid","Jordan","10.4702934"
"DTP1","Scale","Low","Jordan","8.925432068"
"DTP1","Scale","High","Jordan","13.59504236"
"DTP1","Scale","Source","Jordan","2m schedule (n=23)"
"DTP1","Shape","Mid","Jordan","5.757823944"
"DTP1","Shape","Low","Jordan","5.757823944"
"DTP1","Shape","High","Jordan","5.757823944"
"DTP1","Shape","Source","Jordan","2m schedule (n=23)"
"DTP2","Shift","Mid","Jordan","0"
"DTP2","Shift","Low","Jordan","0"
"DTP2","Shift","High","Jordan","0"
"DTP2","Shift","Source","Jordan","WHO schedules database"
"DTP2","Scale","Mid","Jordan","20.06838989"
"DTP2","Scale","Low","Jordan","17.76549891"
"DTP2","Scale","High","Jordan","23.65967542"
"DTP2","Scale","Source","Jordan","4m schedule (n=17)"
"DTP2","Shape","Mid","Jordan","7.156065941"
"DTP2","Shape","Low","Jordan","7.156065941"
"DTP2","Shape","High","Jordan","7.156065941"
"DTP2","Shape","Source","Jordan","4m schedule (n=17)"
"DTP3","Shift","Mid","Jordan","-4.333333333"
"DTP3","Shift","Low","Jordan","-4.333333333"
"DTP3","Shift","High","Jordan","-4.333333333"
"DTP3","Shift","Source","Jordan","WHO schedules database"
"DTP3","Scale","Mid","Jordan","29.54562926"
"DTP3","Scale","Low","Jordan","26.24583081"
"DTP3","Scale","High","Jordan","34.25329411"
"DTP3","Scale","Source","Jordan","6m schedule (n=17)"
"DTP3","Shape","Mid","Jordan","8.138547838"
"DTP3","Shape","Low","Jordan","8.138547838"
"DTP3","Shape","High","Jordan","8.138547838"
"DTP3","Shape","Source","Jordan","6m schedule (n=17)"
"DTP1","Shift","Mid","Kenya","0"
"DTP1","Shift","Low","Kenya","0"
"DTP1","Shift","High","Kenya","0"
"DTP1","Shift","Source","Kenya","WHO schedules database"
"DTP1","Scale","Mid","Kenya","7.298056602"
"DTP1","Scale","Low","Kenya","6.076603063"
"DTP1","Scale","High","Kenya","8.765033625"
"DTP1","Scale","Source","Kenya","2014_DHS7"
"DTP1","Shape","Mid","Kenya","5.998027563"
"DTP1","Shape","Low","Kenya","5.998027563"
"DTP1","Shape","High","Kenya","5.998027563"
"DTP1","Shape","Source","Kenya","2014_DHS7"
"DTP2","Shift","Mid","Kenya","0"
"DTP2","Shift","Low","Kenya","0"
"DTP2","Shift","High","Kenya","0"
"DTP2","Shift","Source","Kenya","WHO schedules database"
"DTP2","Scale","Mid","Kenya","11.83477318"
"DTP2","Scale","Low","Kenya","10.38871753"
"DTP2","Scale","High","Kenya","13.48211229"
"DTP2","Scale","Source","Kenya","2014_DHS7"
"DTP2","Shape","Mid","Kenya","8.430001855"
"DTP2","Shape","Low","Kenya","8.430001855"
"DTP2","Shape","High","Kenya","8.430001855"
"DTP2","Shape","Source","Kenya","2014_DHS7"
"DTP3","Shift","Mid","Kenya","0"
"DTP3","Shift","Low","Kenya","0"
"DTP3","Shift","High","Kenya","0"
"DTP3","Shift","Source","Kenya","WHO schedules database"
"DTP3","Scale","Mid","Kenya","16.61458892"
"DTP3","Scale","Low","Kenya","14.63095078"
"DTP3","Scale","High","Kenya","18.86716516"
"DTP3","Scale","Source","Kenya","2014_DHS7"
"DTP3","Shape","Mid","Kenya","8.640831888"
"DTP3","Shape","Low","Kenya","8.640831888"
"DTP3","Shape","High","Kenya","8.640831888"
"DTP3","Shape","Source","Kenya","2014_DHS7"
"DTP1","Shift","Mid","Kiribati","0"
"DTP1","Shift","Low","Kiribati","0"
"DTP1","Shift","High","Kiribati","0"
"DTP1","Shift","Source","Kiribati","0"
"DTP1","Scale","Mid","Kiribati","8.915699005"
"DTP1","Scale","Low","Kiribati","6.675888094"
"DTP1","Scale","High","Kiribati","12.03062654"
"DTP1","Scale","Source","Kiribati","6 week schedule (n=44)"
"DTP1","Shape","Mid","Kiribati","3.929122806"
"DTP1","Shape","Low","Kiribati","3.929122806"
"DTP1","Shape","High","Kiribati","3.929122806"
"DTP1","Shape","Source","Kiribati","6 week schedule (n=44)"
"DTP2","Shift","Mid","Kiribati","0"
"DTP2","Shift","Low","Kiribati","0"
"DTP2","Shift","High","Kiribati","0"
"DTP2","Shift","Source","Kiribati","WHO schedules database"
"DTP2","Scale","Mid","Kiribati","14.72185898"
"DTP2","Scale","Low","Kiribati","11.43321977"
"DTP2","Scale","High","Kiribati","19.15936966"
"DTP2","Scale","Source","Kiribati","10 week schedule (n=43)"
"DTP2","Shape","Mid","Kiribati","4.356033206"
"DTP2","Shape","Low","Kiribati","4.356033206"
"DTP2","Shape","High","Kiribati","4.356033206"
"DTP2","Shape","Source","Kiribati","10 week schedule (n=43)"
"DTP3","Shift","Mid","Kiribati","0"
"DTP3","Shift","Low","Kiribati","0"
"DTP3","Shift","High","Kiribati","0"
"DTP3","Shift","Source","Kiribati","WHO schedules database"
"DTP3","Scale","Mid","Kiribati","21.05024433"
"DTP3","Scale","Low","Kiribati","16.38976474"
"DTP3","Scale","High","Kiribati","27.00385604"
"DTP3","Scale","Source","Kiribati","14 week schedule (n=43)"
"DTP3","Shape","Mid","Kiribati","4.481489509"
"DTP3","Shape","Low","Kiribati","4.481489509"
"DTP3","Shape","High","Kiribati","4.481489509"
"DTP3","Shape","Source","Kiribati","14 week schedule (n=43)"
"DTP1","Shift","Mid","Kosovo","0"
"DTP1","Shift","Low","Kosovo","0"
"DTP1","Shift","High","Kosovo","0"
"DTP1","Shift","Source","Kosovo","WHO schedules database"
"DTP1","Scale","Mid","Kosovo","10.4702934"
"DTP1","Scale","Low","Kosovo","8.925432068"
"DTP1","Scale","High","Kosovo","13.59504236"
"DTP1","Scale","Source","Kosovo","2m schedule (n=23)"
"DTP1","Shape","Mid","Kosovo","5.757823944"
"DTP1","Shape","Low","Kosovo","5.757823944"
"DTP1","Shape","High","Kosovo","5.757823944"
"DTP1","Shape","Source","Kosovo","2m schedule (n=23)"
"DTP2","Shift","Mid","Kosovo","0"
"DTP2","Shift","Low","Kosovo","0"
"DTP2","Shift","High","Kosovo","0"
"DTP2","Shift","Source","Kosovo","WHO schedules database"
"DTP2","Scale","Mid","Kosovo","20.06838989"
"DTP2","Scale","Low","Kosovo","17.76549891"
"DTP2","Scale","High","Kosovo","23.65967542"
"DTP2","Scale","Source","Kosovo","4m schedule (n=17)"
"DTP2","Shape","Mid","Kosovo","7.156065941"
"DTP2","Shape","Low","Kosovo","7.156065941"
"DTP2","Shape","High","Kosovo","7.156065941"
"DTP2","Shape","Source","Kosovo","4m schedule (n=17)"
"DTP3","Shift","Mid","Kosovo","0"
"DTP3","Shift","Low","Kosovo","0"
"DTP3","Shift","High","Kosovo","0"
"DTP3","Shift","Source","Kosovo","WHO schedules database"
"DTP3","Scale","Mid","Kosovo","29.54562926"
"DTP3","Scale","Low","Kosovo","26.24583081"
"DTP3","Scale","High","Kosovo","34.25329411"
"DTP3","Scale","Source","Kosovo","6m schedule (n=17)"
"DTP3","Shape","Mid","Kosovo","8.138547838"
"DTP3","Shape","Low","Kosovo","8.138547838"
"DTP3","Shape","High","Kosovo","8.138547838"
"DTP3","Shape","Source","Kosovo","6m schedule (n=17)"
"DTP1","Shift","Mid","Kyrgyzstan","0"
"DTP1","Shift","Low","Kyrgyzstan","0"
"DTP1","Shift","High","Kyrgyzstan","0"
"DTP1","Shift","Source","Kyrgyzstan","WHO schedules database"
"DTP1","Scale","Mid","Kyrgyzstan","10.05118179"
"DTP1","Scale","Low","Kyrgyzstan","8.054302082"
"DTP1","Scale","High","Kyrgyzstan","12.54314209"
"DTP1","Scale","Source","Kyrgyzstan","2012_DHS6"
"DTP1","Shape","Mid","Kyrgyzstan","4.960236549"
"DTP1","Shape","Low","Kyrgyzstan","4.960236549"
"DTP1","Shape","High","Kyrgyzstan","4.960236549"
"DTP1","Shape","Source","Kyrgyzstan","2012_DHS6"
"DTP2","Shift","Mid","Kyrgyzstan","0"
"DTP2","Shift","Low","Kyrgyzstan","0"
"DTP2","Shift","High","Kyrgyzstan","0"
"DTP2","Shift","Source","Kyrgyzstan","WHO schedules database"
"DTP2","Scale","Mid","Kyrgyzstan","18.05918646"
"DTP2","Scale","Low","Kyrgyzstan","15.56160343"
"DTP2","Scale","High","Kyrgyzstan","20.95762284"
"DTP2","Scale","Source","Kyrgyzstan","2012_DHS6"
"DTP2","Shape","Mid","Kyrgyzstan","7.380769253"
"DTP2","Shape","Low","Kyrgyzstan","7.380769253"
"DTP2","Shape","High","Kyrgyzstan","7.380769253"
"DTP2","Shape","Source","Kyrgyzstan","2012_DHS6"
"DTP3","Shift","Mid","Kyrgyzstan","0"
"DTP3","Shift","Low","Kyrgyzstan","0"
"DTP3","Shift","High","Kyrgyzstan","0"
"DTP3","Shift","Source","Kyrgyzstan","WHO schedules database"
"DTP3","Scale","Mid","Kyrgyzstan","26.57896018"
"DTP3","Scale","Low","Kyrgyzstan","22.30802688"
"DTP3","Scale","High","Kyrgyzstan","31.66757545"
"DTP3","Scale","Source","Kyrgyzstan","2012_DHS6"
"DTP3","Shape","Mid","Kyrgyzstan","6.271571398"
"DTP3","Shape","Low","Kyrgyzstan","6.271571398"
"DTP3","Shape","High","Kyrgyzstan","6.271571398"
"DTP3","Shape","Source","Kyrgyzstan","2012_DHS6"
"DTP1","Shift","Mid","Lao People's Democratic Republic","0"
"DTP1","Shift","Low","Lao People's Democratic Republic","0"
"DTP1","Shift","High","Lao People's Democratic Republic","0"
"DTP1","Shift","Source","Lao People's Democratic Republic","WHO schedules database"
"DTP1","Scale","Mid","Lao People's Democratic Republic","11.3869648"
"DTP1","Scale","Low","Lao People's Democratic Republic","7.286843644"
"DTP1","Scale","High","Lao People's Democratic Republic","17.7941196"
"DTP1","Scale","Source","Lao People's Democratic Republic","2012_MICS4"
"DTP1","Shape","Mid","Lao People's Democratic Republic","2.461055756"
"DTP1","Shape","Low","Lao People's Democratic Republic","2.461055756"
"DTP1","Shape","High","Lao People's Democratic Republic","2.461055756"
"DTP1","Shape","Source","Lao People's Democratic Republic","2012_MICS4"
"DTP2","Shift","Mid","Lao People's Democratic Republic","0"
"DTP2","Shift","Low","Lao People's Democratic Republic","0"
"DTP2","Shift","High","Lao People's Democratic Republic","0"
"DTP2","Shift","Source","Lao People's Democratic Republic","WHO schedules database"
"DTP2","Scale","Mid","Lao People's Democratic Republic","20.87865059"
"DTP2","Scale","Low","Lao People's Democratic Republic","14.08790038"
"DTP2","Scale","High","Lao People's Democratic Republic","30.94272664"
"DTP2","Scale","Source","Lao People's Democratic Republic","2012_MICS4"
"DTP2","Shape","Mid","Lao People's Democratic Republic","2.792531863"
"DTP2","Shape","Low","Lao People's Democratic Republic","2.792531863"
"DTP2","Shape","High","Lao People's Democratic Republic","2.792531863"
"DTP2","Shape","Source","Lao People's Democratic Republic","2012_MICS4"
"DTP3","Shift","Mid","Lao People's Democratic Republic","0"
"DTP3","Shift","Low","Lao People's Democratic Republic","0"
"DTP3","Shift","High","Lao People's Democratic Republic","0"
"DTP3","Shift","Source","Lao People's Democratic Republic","WHO schedules database"
"DTP3","Scale","Mid","Lao People's Democratic Republic","29.25526118"
"DTP3","Scale","Low","Lao People's Democratic Republic","20.26651818"
"DTP3","Scale","High","Lao People's Democratic Republic","42.23075218"
"DTP3","Scale","Source","Lao People's Democratic Republic","2012_MICS4"
"DTP3","Shape","Mid","Lao People's Democratic Republic","2.992766142"
"DTP3","Shape","Low","Lao People's Democratic Republic","2.992766142"
"DTP3","Shape","High","Lao People's Democratic Republic","2.992766142"
"DTP3","Shape","Source","Lao People's Democratic Republic","2012_MICS4"
"DTP1","Shift","Mid","Lesotho","0"
"DTP1","Shift","Low","Lesotho","0"
"DTP1","Shift","High","Lesotho","0"
"DTP1","Shift","Source","Lesotho","WHO schedules database"
"DTP1","Scale","Mid","Lesotho","7.596578598"
"DTP1","Scale","Low","Lesotho","6.62074625"
"DTP1","Scale","High","Lesotho","8.716238959"
"DTP1","Scale","Source","Lesotho","2014_DHS7"
"DTP1","Shape","Mid","Lesotho","7.990496159"
"DTP1","Shape","Low","Lesotho","7.990496159"
"DTP1","Shape","High","Lesotho","7.990496159"
"DTP1","Shape","Source","Lesotho","2014_DHS7"
"DTP2","Shift","Mid","Lesotho","0"
"DTP2","Shift","Low","Lesotho","0"
"DTP2","Shift","High","Lesotho","0"
"DTP2","Shift","Source","Lesotho","WHO schedules database"
"DTP2","Scale","Mid","Lesotho","12.78575897"
"DTP2","Scale","Low","Lesotho","11.43170023"
"DTP2","Scale","High","Lesotho","14.30020288"
"DTP2","Scale","Source","Lesotho","2014_DHS7"
"DTP2","Shape","Mid","Lesotho","9.814142227"
"DTP2","Shape","Low","Lesotho","9.814142227"
"DTP2","Shape","High","Lesotho","9.814142227"
"DTP2","Shape","Source","Lesotho","2014_DHS7"
"DTP3","Shift","Mid","Lesotho","0"
"DTP3","Shift","Low","Lesotho","0"
"DTP3","Shift","High","Lesotho","0"
"DTP3","Shift","Source","Lesotho","WHO schedules database"
"DTP3","Scale","Mid","Lesotho","18.24855042"
"DTP3","Scale","Low","Lesotho","15.92695576"
"DTP3","Scale","High","Lesotho","20.90855261"
"DTP3","Scale","Source","Lesotho","2014_DHS7"
"DTP3","Shape","Mid","Lesotho","8.073719025"
"DTP3","Shape","Low","Lesotho","8.073719025"
"DTP3","Shape","High","Lesotho","8.073719025"
"DTP3","Shape","Source","Lesotho","2014_DHS7"
"DTP1","Shift","Mid","Liberia","0"
"DTP1","Shift","Low","Liberia","0"
"DTP1","Shift","High","Liberia","0"
"DTP1","Shift","Source","Liberia","WHO schedules database"
"DTP1","Scale","Mid","Liberia","8.750666618"
"DTP1","Scale","Low","Liberia","6.619147889"
"DTP1","Scale","High","Liberia","11.56858368"
"DTP1","Scale","Source","Liberia","2013_DHS6"
"DTP1","Shape","Mid","Liberia","3.935375929"
"DTP1","Shape","Low","Liberia","3.935375929"
"DTP1","Shape","High","Liberia","3.935375929"
"DTP1","Shape","Source","Liberia","2013_DHS6"
"DTP2","Shift","Mid","Liberia","0"
"DTP2","Shift","Low","Liberia","0"
"DTP2","Shift","High","Liberia","0"
"DTP2","Shift","Source","Liberia","WHO schedules database"
"DTP2","Scale","Mid","Liberia","15.16066051"
"DTP2","Scale","Low","Liberia","11.97396149"
"DTP2","Scale","High","Liberia","19.195454"
"DTP2","Scale","Source","Liberia","2013_DHS6"
"DTP2","Shape","Mid","Liberia","4.655737877"
"DTP2","Shape","Low","Liberia","4.655737877"
"DTP2","Shape","High","Liberia","4.655737877"
