"country","age","pathogen","disease","scenario","Mid","Low","High"
"Mozambique","0-4","Sp","Sp meningitis","Hosps",14,5,31
"Myanmar","0-4","Sp","Sp meningitis","Hosps",12,5,24
"Namibia","0-4","Sp","Sp meningitis","Hosps",10,4,20
"Nepal","0-4","Sp","Sp meningitis","Hosps",5,2,12
"Nicaragua","0-4","Sp","Sp meningitis","Hosps",6,1,20
"Niger","0-4","Sp","Sp meningitis","Hosps",29,13,60
"Nigeria","0-4","Sp","Sp meningitis","Hosps",12,4,28
"Pakistan","0-4","Sp","Sp meningitis","Hosps",11,5,22
"Palestine, State of","0-4","Sp","Sp meningitis","Hosps",3,2,4
"Papua New Guinea","0-4","Sp","Sp meningitis","Hosps",8,2,25
"Paraguay","0-4","Sp","Sp meningitis","Hosps",20,10,31
"Peru","0-4","Sp","Sp meningitis","Hosps",4,1,13
"Philippines","0-4","Sp","Sp meningitis","Hosps",6,2,15
"Moldova, Republic of","0-4","Sp","Sp meningitis","Hosps",3,1,10
"Rwanda","0-4","Sp","Sp meningitis","Hosps",8,3,18
"Samoa","0-4","Sp","Sp meningitis","Hosps",12,5,21
"Sao Tome and Principe","0-4","Sp","Sp meningitis","Hosps",17,8,32
"Senegal","0-4","Sp","Sp meningitis","Hosps",11,4,24
"Serbia","0-4","Sp","Sp meningitis","Hosps",1,0,3
"Sierra Leone","0-4","Sp","Sp meningitis","Hosps",31,15,59
"Solomon Islands","0-4","Sp","Sp meningitis","Hosps",5,1,20
"Somalia","0-4","Sp","Sp meningitis","Hosps",29,9,68
"South Africa","0-4","Sp","Sp meningitis","Hosps",9,4,17
"South Sudan","0-4","Sp","Sp meningitis","Hosps",16,7,34
"Sri Lanka","0-4","Sp","Sp meningitis","Hosps",2,0,4
"Sudan","0-4","Sp","Sp meningitis","Hosps",12,4,27
"Swaziland","0-4","Sp","Sp meningitis","Hosps",11,4,22
"Syrian Arab Republic","0-4","Sp","Sp meningitis","Hosps",3,2,4
"Tajikistan","0-4","Sp","Sp meningitis","Hosps",13,5,28
"Macedonia, the former Yugoslav Republic of","0-4","Sp","Sp meningitis","Hosps",4,2,10
"Thailand","0-4","Sp","Sp meningitis","Hosps",2,1,5
"Timor-Leste","0-4","Sp","Sp meningitis","Hosps",16,7,31
"Togo","0-4","Sp","Sp meningitis","Hosps",15,6,32
"Tonga","0-4","Sp","Sp meningitis","Hosps",18,8,32
"Tunisia","0-4","Sp","Sp meningitis","Hosps",1,0,3
"Turkmenistan","0-4","Sp","Sp meningitis","Hosps",8,3,18
"Tuvalu","0-4","Sp","Sp meningitis","Hosps",18,8,32
"Uganda","0-4","Sp","Sp meningitis","Hosps",20,10,36
"Ukraine","0-4","Sp","Sp meningitis","Hosps",2,1,5
"Tanzania, United Republic of","0-4","Sp","Sp meningitis","Hosps",15,7,29
"Uzbekistan","0-4","Sp","Sp meningitis","Hosps",8,4,17
"Vanuatu","0-4","Sp","Sp meningitis","Hosps",5,1,19
"Venezuela, Bolivarian Republic of","0-4","Sp","Sp meningitis","Hosps",4,1,11
"Viet Nam","0-4","Sp","Sp meningitis","Hosps",9,4,20
"Yemen","0-4","Sp","Sp meningitis","Hosps",6,2,14
"Zambia","0-4","Sp","Sp meningitis","Hosps",15,7,29
"Zimbabwe","0-4","Sp","Sp meningitis","Hosps",16,6,34
"Afghanistan","0-4","Sp","Sp meningitis","Visits",21,9,43
"Albania","0-4","Sp","Sp meningitis","Visits",3,1,14
"Algeria","0-4","Sp","Sp meningitis","Visits",4,1,9
"Angola","0-4","Sp","Sp meningitis","Visits",20,11,38
"Armenia","0-4","Sp","Sp meningitis","Visits",6,2,15
"Azerbaijan","0-4","Sp","Sp meningitis","Visits",3,1,8
"Bangladesh","0-4","Sp","Sp meningitis","Visits",5,1,11
"Belarus","0-4","Sp","Sp meningitis","Visits",2,1,4
"Belize","0-4","Sp","Sp meningitis","Visits",9,4,20
"Benin","0-4","Sp","Sp meningitis","Visits",16,6,35
"Bhutan","0-4","Sp","Sp meningitis","Visits",6,3,11
"Bolivia, Plurinational State of","0-4","Sp","Sp meningitis","Visits",3,1,9
"Bosnia and Herzegovina","0-4","Sp","Sp meningitis","Visits",0,0,1
"Burkina Faso","0-4","Sp","Sp meningitis","Visits",23,12,42
"Burundi","0-4","Sp","Sp meningitis","Visits",31,15,58
"Cabo Verde","0-4","Sp","Sp meningitis","Visits",25,16,34
"Cambodia","0-4","Sp","Sp meningitis","Visits",7,2,17
"Cameroon","0-4","Sp","Sp meningitis","Visits",13,4,30
"Central African Republic","0-4","Sp","Sp meningitis","Visits",25,9,56
"Chad","0-4","Sp","Sp meningitis","Visits",28,11,62
"China","0-4","Sp","Sp meningitis","Visits",8,5,11
"Colombia","0-4","Sp","Sp meningitis","Visits",4,1,11
"Comoros","0-4","Sp","Sp meningitis","Visits",9,3,20
"Congo","0-4","Sp","Sp meningitis","Visits",6,2,12
"Cote d'Ivoire","0-4","Sp","Sp meningitis","Visits",10,4,23
"Cuba","0-4","Sp","Sp meningitis","Visits",7,3,14
"Korea, Democratic People's Republic of","0-4","Sp","Sp meningitis","Visits",10,3,24
"Congo, the Democratic Republic of the","0-4","Sp","Sp meningitis","Visits",22,9,48
"Djibouti","0-4","Sp","Sp meningitis","Visits",25,13,38
"Ecuador","0-4","Sp","Sp meningitis","Visits",34,17,53
"Egypt","0-4","Sp","Sp meningitis","Visits",3,1,7
"El Salvador","0-4","Sp","Sp meningitis","Visits",6,2,18
"Eritrea","0-4","Sp","Sp meningitis","Visits",13,4,30
"Ethiopia","0-4","Sp","Sp meningitis","Visits",9,3,21
"Fiji","0-4","Sp","Sp meningitis","Visits",35,16,61
"Gambia","0-4","Sp","Sp meningitis","Visits",18,8,37
"Georgia","0-4","Sp","Sp meningitis","Visits",2,0,5
"Ghana","0-4","Sp","Sp meningitis","Visits",8,3,17
"Guatemala","0-4","Sp","Sp meningitis","Visits",6,1,16
"Guinea","0-4","Sp","Sp meningitis","Visits",15,6,34
"Guinea-Bissau","0-4","Sp","Sp meningitis","Visits",15,5,34
"Guyana","0-4","Sp","Sp meningitis","Visits",16,7,33
"Haiti","0-4","Sp","Sp meningitis","Visits",10,2,29
"Honduras","0-4","Sp","Sp meningitis","Visits",4,1,11
"India","0-4","Sp","Sp meningitis","Visits",12,5,23
"Indonesia","0-4","Sp","Sp meningitis","Visits",7,2,16
"Iran, Islamic Republic of","0-4","Sp","Sp meningitis","Visits",3,1,6
"Iraq","0-4","Sp","Sp meningitis","Visits",4,2,8
"Jamaica","0-4","Sp","Sp meningitis","Visits",3,1,7
"Jordan","0-4","Sp","Sp meningitis","Visits",3,1,7
"Kenya","0-4","Sp","Sp meningitis","Visits",12,5,25
"Kiribati","0-4","Sp","Sp meningitis","Visits",10,4,27
"Kosovo","0-4","Sp","Sp meningitis","Visits",3,1,14
"Kyrgyzstan","0-4","Sp","Sp meningitis","Visits",5,1,14
"Lao People's Democratic Republic","0-4","Sp","Sp meningitis","Visits",14,5,30
"Lesotho","0-4","Sp","Sp meningitis","Visits",17,8,34
"Liberia","0-4","Sp","Sp meningitis","Visits",17,6,37
"Madagascar","0-4","Sp","Sp meningitis","Visits",13,4,30
"Malawi","0-4","Sp","Sp meningitis","Visits",20,9,40
"Mali","0-4","Sp","Sp meningitis","Visits",19,8,40
"Marshall Islands","0-4","Sp","Sp meningitis","Visits",3,1,11
"Mauritania","0-4","Sp","Sp meningitis","Visits",13,5,27
"Micronesia, Federated States of","0-4","Sp","Sp meningitis","Visits",3,1,11
"Mongolia","0-4","Sp","Sp meningitis","Visits",24,14,33
"Morocco","0-4","Sp","Sp meningitis","Visits",5,2,13
"Mozambique","0-4","Sp","Sp meningitis","Visits",14,5,31
"Myanmar","0-4","Sp","Sp meningitis","Visits",12,5,24
"Namibia","0-4","Sp","Sp meningitis","Visits",10,4,20
"Nepal","0-4","Sp","Sp meningitis","Visits",5,2,12
"Nicaragua","0-4","Sp","Sp meningitis","Visits",6,1,20
"Niger","0-4","Sp","Sp meningitis","Visits",29,13,60
"Nigeria","0-4","Sp","Sp meningitis","Visits",12,4,28
"Pakistan","0-4","Sp","Sp meningitis","Visits",11,5,22
"Palestine, State of","0-4","Sp","Sp meningitis","Visits",3,2,4
"Papua New Guinea","0-4","Sp","Sp meningitis","Visits",8,2,25
"Paraguay","0-4","Sp","Sp meningitis","Visits",20,10,31
"Peru","0-4","Sp","Sp meningitis","Visits",4,1,13
"Philippines","0-4","Sp","Sp meningitis","Visits",6,2,15
"Moldova, Republic of","0-4","Sp","Sp meningitis","Visits",3,1,10
"Rwanda","0-4","Sp","Sp meningitis","Visits",8,3,18
"Samoa","0-4","Sp","Sp meningitis","Visits",12,5,21
"Sao Tome and Principe","0-4","Sp","Sp meningitis","Visits",17,8,32
"Senegal","0-4","Sp","Sp meningitis","Visits",11,4,24
"Serbia","0-4","Sp","Sp meningitis","Visits",1,0,3
"Sierra Leone","0-4","Sp","Sp meningitis","Visits",31,15,59
"Solomon Islands","0-4","Sp","Sp meningitis","Visits",5,1,20
"Somalia","0-4","Sp","Sp meningitis","Visits",29,9,68
"South Africa","0-4","Sp","Sp meningitis","Visits",9,4,17
"South Sudan","0-4","Sp","Sp meningitis","Visits",16,7,34
"Sri Lanka","0-4","Sp","Sp meningitis","Visits",2,0,4
"Sudan","0-4","Sp","Sp meningitis","Visits",12,4,27
"Swaziland","0-4","Sp","Sp meningitis","Visits",11,4,22
"Syrian Arab Republic","0-4","Sp","Sp meningitis","Visits",3,2,4
"Tajikistan","0-4","Sp","Sp meningitis","Visits",13,5,28
"Macedonia, the former Yugoslav Republic of","0-4","Sp","Sp meningitis","Visits",4,2,10
"Thailand","0-4","Sp","Sp meningitis","Visits",2,1,5
"Timor-Leste","0-4","Sp","Sp meningitis","Visits",16,7,31
"Togo","0-4","Sp","Sp meningitis","Visits",15,6,32
"Tonga","0-4","Sp","Sp meningitis","Visits",18,8,32
"Tunisia","0-4","Sp","Sp meningitis","Visits",1,0,3
"Turkmenistan","0-4","Sp","Sp meningitis","Visits",8,3,18
"Tuvalu","0-4","Sp","Sp meningitis","Visits",18,8,32
"Uganda","0-4","Sp","Sp meningitis","Visits",20,10,36
"Ukraine","0-4","Sp","Sp meningitis","Visits",2,1,5
"Tanzania, United Republic of","0-4","Sp","Sp meningitis","Visits",15,7,29
"Uzbekistan","0-4","Sp","Sp meningitis","Visits",8,4,17
"Vanuatu","0-4","Sp","Sp meningitis","Visits",5,1,19
"Venezuela, Bolivarian Republic of","0-4","Sp","Sp meningitis","Visits",4,1,11
"Viet Nam","0-4","Sp","Sp meningitis","Visits",9,4,20
"Yemen","0-4","Sp","Sp meningitis","Visits",6,2,14
"Zambia","0-4","Sp","Sp meningitis","Visits",15,7,29
"Zimbabwe","0-4","Sp","Sp meningitis","Visits",16,6,34
"Afghanistan","0-4","Sp","Sp Meningitis sequelae","Cases",7,2,18
"Albania","0-4","Sp","Sp Meningitis sequelae","Cases",1,0,6
"Algeria","0-4","Sp","Sp Meningitis sequelae","Cases",1,0,4
"Angola","0-4","Sp","Sp Meningitis sequelae","Cases",4,2,9
"Armenia","0-4","Sp","Sp Meningitis sequelae","Cases",2,1,6
"Azerbaijan","0-4","Sp","Sp Meningitis sequelae","Cases",1,0,2
"Bangladesh","0-4","Sp","Sp Meningitis sequelae","Cases",1,0,3
"Belarus","0-4","Sp","Sp Meningitis sequelae","Cases",0,0,1
"Belize","0-4","Sp","Sp Meningitis sequelae","Cases",3,1,10
"Benin","0-4","Sp","Sp Meningitis sequelae","Cases",3,1,9
"Bhutan","0-4","Sp","Sp Meningitis sequelae","Cases",2,1,5
"Bolivia, Plurinational State of","0-4","Sp","Sp Meningitis sequelae","Cases",1,0,4
"Bosnia and Herzegovina","0-4","Sp","Sp Meningitis sequelae","Cases",0,0,1
"Burkina Faso","0-4","Sp","Sp Meningitis sequelae","Cases",9,4,20
"Burundi","0-4","Sp","Sp Meningitis sequelae","Cases",11,4,27
"Cabo Verde","0-4","Sp","Sp Meningitis sequelae","Cases",10,5,18
"Cambodia","0-4","Sp","Sp Meningitis sequelae","Cases",2,1,7
"Cameroon","0-4","Sp","Sp Meningitis sequelae","Cases",2,1,7
"Central African Republic","0-4","Sp","Sp Meningitis sequelae","Cases",5,1,14
"Chad","0-4","Sp","Sp Meningitis sequelae","Cases",6,2,17
"China","0-4","Sp","Sp Meningitis sequelae","Cases",3,2,6
"Colombia","0-4","Sp","Sp Meningitis sequelae","Cases",1,0,4
"Comoros","0-4","Sp","Sp Meningitis sequelae","Cases",2,0,6
"Congo","0-4","Sp","Sp Meningitis sequelae","Cases",2,1,5
"Cote d'Ivoire","0-4","Sp","Sp Meningitis sequelae","Cases",2,1,7
"Cuba","0-4","Sp","Sp Meningitis sequelae","Cases",2,1,7
"Korea, Democratic People's Republic of","0-4","Sp","Sp Meningitis sequelae","Cases",3,1,9
"Congo, the Democratic Republic of the","0-4","Sp","Sp Meningitis sequelae","Cases",5,2,15
"Djibouti","0-4","Sp","Sp Meningitis sequelae","Cases",13,5,26
"Ecuador","0-4","Sp","Sp Meningitis sequelae","Cases",14,5,27
"Egypt","0-4","Sp","Sp Meningitis sequelae","Cases",1,0,3
"El Salvador","0-4","Sp","Sp Meningitis sequelae","Cases",2,1,7
"Eritrea","0-4","Sp","Sp Meningitis sequelae","Cases",3,1,8
"Ethiopia","0-4","Sp","Sp Meningitis sequelae","Cases",2,0,6
"Fiji","0-4","Sp","Sp Meningitis sequelae","Cases",14,5,32
"Gambia","0-4","Sp","Sp Meningitis sequelae","Cases",7,2,18
"Georgia","0-4","Sp","Sp Meningitis sequelae","Cases",0,0,1
"Ghana","0-4","Sp","Sp Meningitis sequelae","Cases",3,1,7
"Guatemala","0-4","Sp","Sp Meningitis sequelae","Cases",2,0,7
"Guinea","0-4","Sp","Sp Meningitis sequelae","Cases",3,1,10
"Guinea-Bissau","0-4","Sp","Sp Meningitis sequelae","Cases",3,1,9
"Guyana","0-4","Sp","Sp Meningitis sequelae","Cases",5,2,15
"Haiti","0-4","Sp","Sp Meningitis sequelae","Cases",2,0,9
"Honduras","0-4","Sp","Sp Meningitis sequelae","Cases",1,0,4
"India","0-4","Sp","Sp Meningitis sequelae","Cases",4,1,10
"Indonesia","0-4","Sp","Sp Meningitis sequelae","Cases",2,1,7
"Iran, Islamic Republic of","0-4","Sp","Sp Meningitis sequelae","Cases",1,0,3
"Iraq","0-4","Sp","Sp Meningitis sequelae","Cases",1,0,3
"Jamaica","0-4","Sp","Sp Meningitis sequelae","Cases",1,0,3
"Jordan","0-4","Sp","Sp Meningitis sequelae","Cases",1,0,3
"Kenya","0-4","Sp","Sp Meningitis sequelae","Cases",3,1,9
"Kiribati","0-4","Sp","Sp Meningitis sequelae","Cases",4,1,12
"Kosovo","0-4","Sp","Sp Meningitis sequelae","Cases",1,0,6
"Kyrgyzstan","0-4","Sp","Sp Meningitis sequelae","Cases",1,0,5
"Lao People's Democratic Republic","0-4","Sp","Sp Meningitis sequelae","Cases",3,1,10
"Lesotho","0-4","Sp","Sp Meningitis sequelae","Cases",6,2,15
"Liberia","0-4","Sp","Sp Meningitis sequelae","Cases",5,1,14
"Madagascar","0-4","Sp","Sp Meningitis sequelae","Cases",3,1,8
"Malawi","0-4","Sp","Sp Meningitis sequelae","Cases",8,3,20
"Mali","0-4","Sp","Sp Meningitis sequelae","Cases",5,2,14
"Marshall Islands","0-4","Sp","Sp Meningitis sequelae","Cases",1,0,4
"Mauritania","0-4","Sp","Sp Meningitis sequelae","Cases",3,1,9
"Micronesia, Federated States of","0-4","Sp","Sp Meningitis sequelae","Cases",1,0,4
"Mongolia","0-4","Sp","Sp Meningitis sequelae","Cases",9,5,17
"Morocco","0-4","Sp","Sp Meningitis sequelae","Cases",2,1,6
"Mozambique","0-4","Sp","Sp Meningitis sequelae","Cases",3,1,9
"Myanmar","0-4","Sp","Sp Meningitis sequelae","Cases",4,1,9
"Namibia","0-4","Sp","Sp Meningitis sequelae","Cases",3,1,8
"Nepal","0-4","Sp","Sp Meningitis sequelae","Cases",1,0,4
"Nicaragua","0-4","Sp","Sp Meningitis sequelae","Cases",2,0,7
"Niger","0-4","Sp","Sp Meningitis sequelae","Cases",9,3,24
"Nigeria","0-4","Sp","Sp Meningitis sequelae","Cases",3,1,7
"Pakistan","0-4","Sp","Sp Meningitis sequelae","Cases",4,1,10
"Palestine, State of","0-4","Sp","Sp Meningitis sequelae","Cases",1,1,2
"Papua New Guinea","0-4","Sp","Sp Meningitis sequelae","Cases",2,1,9
"Paraguay","0-4","Sp","Sp Meningitis sequelae","Cases",9,4,19
"Peru","0-4","Sp","Sp Meningitis sequelae","Cases",1,0,5
"Philippines","0-4","Sp","Sp Meningitis sequelae","Cases",2,0,6
"Moldova, Republic of","0-4","Sp","Sp Meningitis sequelae","Cases",1,0,5
"Rwanda","0-4","Sp","Sp Meningitis sequelae","Cases",3,1,7
"Samoa","0-4","Sp","Sp Meningitis sequelae","Cases",5,2,11
"Sao Tome and Principe","0-4","Sp","Sp Meningitis sequelae","Cases",5,2,13
"Senegal","0-4","Sp","Sp Meningitis sequelae","Cases",2,1,7
"Serbia","0-4","Sp","Sp Meningitis sequelae","Cases",0,0,1
"Sierra Leone","0-4","Sp","Sp Meningitis sequelae","Cases",12,5,28
"Solomon Islands","0-4","Sp","Sp Meningitis sequelae","Cases",2,0,9
"Somalia","0-4","Sp","Sp Meningitis sequelae","Cases",4,1,12
"South Africa","0-4","Sp","Sp Meningitis sequelae","Cases",3,1,7
"South Sudan","0-4","Sp","Sp Meningitis sequelae","Cases",5,2,12
"Sri Lanka","0-4","Sp","Sp Meningitis sequelae","Cases",0,0,1
"Sudan","0-4","Sp","Sp Meningitis sequelae","Cases",4,1,10
"Swaziland","0-4","Sp","Sp Meningitis sequelae","Cases",4,1,10
"Syrian Arab Republic","0-4","Sp","Sp Meningitis sequelae","Cases",1,1,2
"Tajikistan","0-4","Sp","Sp Meningitis sequelae","Cases",3,1,10
"Macedonia, the former Yugoslav Republic of","0-4","Sp","Sp Meningitis sequelae","Cases",2,1,5
"Thailand","0-4","Sp","Sp Meningitis sequelae","Cases",1,0,2
"Timor-Leste","0-4","Sp","Sp Meningitis sequelae","Cases",5,2,12
"Togo","0-4","Sp","Sp Meningitis sequelae","Cases",4,1,11
"Tonga","0-4","Sp","Sp Meningitis sequelae","Cases",7,3,16
"Tunisia","0-4","Sp","Sp Meningitis sequelae","Cases",0,0,1
"Turkmenistan","0-4","Sp","Sp Meningitis sequelae","Cases",2,1,6
"Tuvalu","0-4","Sp","Sp Meningitis sequelae","Cases",7,3,16
"Uganda","0-4","Sp","Sp Meningitis sequelae","Cases",9,4,21
"Ukraine","0-4","Sp","Sp Meningitis sequelae","Cases",1,0,3
"Tanzania, United Republic of","0-4","Sp","Sp Meningitis sequelae","Cases",6,2,15
"Uzbekistan","0-4","Sp","Sp Meningitis sequelae","Cases",3,1,7
"Vanuatu","0-4","Sp","Sp Meningitis sequelae","Cases",2,0,9
"Venezuela, Bolivarian Republic of","0-4","Sp","Sp Meningitis sequelae","Cases",1,0,5
"Viet Nam","0-4","Sp","Sp Meningitis sequelae","Cases",3,1,9
"Yemen","0-4","Sp","Sp Meningitis sequelae","Cases",1,0,3
"Zambia","0-4","Sp","Sp Meningitis sequelae","Cases",6,2,15
"Zimbabwe","0-4","Sp","Sp Meningitis sequelae","Cases",5,2,15
"Afghanistan","0-4","Sp","Sp Meningitis sequelae","Visits",3,1,9
"Albania","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,4
"Algeria","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,2
"Angola","0-4","Sp","Sp Meningitis sequelae","Visits",2,1,4
"Armenia","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,4
"Azerbaijan","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,2
"Bangladesh","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,2
"Belarus","0-4","Sp","Sp Meningitis sequelae","Visits",0,0,1
"Belize","0-4","Sp","Sp Meningitis sequelae","Visits",2,1,7
"Benin","0-4","Sp","Sp Meningitis sequelae","Visits",2,0,5
"Bhutan","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,3
"Bolivia, Plurinational State of","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,2
"Bosnia and Herzegovina","0-4","Sp","Sp Meningitis sequelae","Visits",0,0,0
"Burkina Faso","0-4","Sp","Sp Meningitis sequelae","Visits",4,2,10
"Burundi","0-4","Sp","Sp Meningitis sequelae","Visits",5,2,14
"Cabo Verde","0-4","Sp","Sp Meningitis sequelae","Visits",8,4,13
"Cambodia","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,5
"Cameroon","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,4
"Central African Republic","0-4","Sp","Sp Meningitis sequelae","Visits",2,1,7
"Chad","0-4","Sp","Sp Meningitis sequelae","Visits",3,1,9
"China","0-4","Sp","Sp Meningitis sequelae","Visits",2,1,4
"Colombia","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,3
"Comoros","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,3
"Congo","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,3
"Cote d'Ivoire","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,3
"Cuba","0-4","Sp","Sp Meningitis sequelae","Visits",2,1,5
"Korea, Democratic People's Republic of","0-4","Sp","Sp Meningitis sequelae","Visits",2,0,7
"Congo, the Democratic Republic of the","0-4","Sp","Sp Meningitis sequelae","Visits",3,1,8
"Djibouti","0-4","Sp","Sp Meningitis sequelae","Visits",7,3,13
"Ecuador","0-4","Sp","Sp Meningitis sequelae","Visits",10,4,21
"Egypt","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,2
"El Salvador","0-4","Sp","Sp Meningitis sequelae","Visits",2,0,6
"Eritrea","0-4","Sp","Sp Meningitis sequelae","Visits",2,1,5
"Ethiopia","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,3
"Fiji","0-4","Sp","Sp Meningitis sequelae","Visits",10,4,24
"Gambia","0-4","Sp","Sp Meningitis sequelae","Visits",4,1,9
"Georgia","0-4","Sp","Sp Meningitis sequelae","Visits",0,0,1
"Ghana","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,4
"Guatemala","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,4
"Guinea","0-4","Sp","Sp Meningitis sequelae","Visits",2,1,5
"Guinea-Bissau","0-4","Sp","Sp Meningitis sequelae","Visits",2,0,5
"Guyana","0-4","Sp","Sp Meningitis sequelae","Visits",4,1,10
"Haiti","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,5
"Honduras","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,3
"India","0-4","Sp","Sp Meningitis sequelae","Visits",2,1,6
"Indonesia","0-4","Sp","Sp Meningitis sequelae","Visits",2,0,5
"Iran, Islamic Republic of","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,2
"Iraq","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,2
"Jamaica","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,3
"Jordan","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,2
"Kenya","0-4","Sp","Sp Meningitis sequelae","Visits",2,1,6
"Kiribati","0-4","Sp","Sp Meningitis sequelae","Visits",2,1,8
"Kosovo","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,4
"Kyrgyzstan","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,4
"Lao People's Democratic Republic","0-4","Sp","Sp Meningitis sequelae","Visits",2,1,6
"Lesotho","0-4","Sp","Sp Meningitis sequelae","Visits",3,1,8
"Liberia","0-4","Sp","Sp Meningitis sequelae","Visits",2,1,7
"Madagascar","0-4","Sp","Sp Meningitis sequelae","Visits",2,0,5
"Malawi","0-4","Sp","Sp Meningitis sequelae","Visits",4,1,10
"Mali","0-4","Sp","Sp Meningitis sequelae","Visits",2,1,7
"Marshall Islands","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,3
"Mauritania","0-4","Sp","Sp Meningitis sequelae","Visits",2,1,5
"Micronesia, Federated States of","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,3
"Mongolia","0-4","Sp","Sp Meningitis sequelae","Visits",7,4,13
"Morocco","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,4
"Mozambique","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,4
"Myanmar","0-4","Sp","Sp Meningitis sequelae","Visits",2,1,6
"Namibia","0-4","Sp","Sp Meningitis sequelae","Visits",2,1,5
"Nepal","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,2
"Nicaragua","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,5
"Niger","0-4","Sp","Sp Meningitis sequelae","Visits",4,2,12
"Nigeria","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,4
"Pakistan","0-4","Sp","Sp Meningitis sequelae","Visits",2,1,5
"Palestine, State of","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,2
"Papua New Guinea","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,6
"Paraguay","0-4","Sp","Sp Meningitis sequelae","Visits",6,2,12
"Peru","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,3
"Philippines","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,4
"Moldova, Republic of","0-4","Sp","Sp Meningitis sequelae","Visits",1,0,3
